call_id,call_date,rule_id,rule_parent_id,rule_text,popUpURL
2204615,1/1/2025,6775,6769,דר אהרון ונזלבאום כירורג כלי דם,NULL
2204615,1/1/2025,6776,6775,קביעת תורים לא דרך טרם,NULL
2204617,1/1/2025,1,0,תלונה עיקרית,NULL
2204617,1/1/2025,6748,1,כללי,NULL
2204617,1/1/2025,6814,6748,מחיר ביקור,
2204617,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204617,1/1/2025,6839,6850,ביקור רגיל,
2204617,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204619,1/1/2025,1,0,תלונה עיקרית,NULL
2204619,1/1/2025,6748,1,כללי,NULL
2204619,1/1/2025,6946,6748,צילומי רנטגן,NULL
2204619,1/1/2025,7094,6946,חסר פיענוח מעל 48 שעות,
2204619,1/1/2025,7137,7094, callcenter@terem.com    c4501,https://mail.terem.com/owa/auth/logon.aspx?replaceCurrent=1&url=https%3a%2f%2fmail.terem.com%2fowa%2f
2204628,1/1/2025,1,0,תלונה עיקרית,NULL
2204628,1/1/2025,6748,1,כללי,NULL
2204628,1/1/2025,6814,6748,מחיר ביקור,
2204628,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204628,1/1/2025,6839,6850,ביקור רגיל,
2204628,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204629,1/1/2025,1,0,תלונה עיקרית,NULL
2204629,1/1/2025,6748,1,כללי,NULL
2204629,1/1/2025,6814,6748,מחיר ביקור,
2204629,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204629,1/1/2025,6839,6850,ביקור רגיל,
2204629,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204631,1/1/2025,1,0,תלונה עיקרית,NULL
2204631,1/1/2025,6748,1,כללי,NULL
2204631,1/1/2025,6814,6748,מחיר ביקור,
2204631,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204631,1/1/2025,6839,6850,ביקור רגיל,
2204631,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204634,1/1/2025,1,0,תלונה עיקרית,NULL
2204634,1/1/2025,6748,1,כללי,NULL
2204634,1/1/2025,6814,6748,מחיר ביקור,
2204634,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204634,1/1/2025,6839,6850,ביקור רגיל,
2204634,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204637,1/1/2025,1,0,תלונה עיקרית,NULL
2204637,1/1/2025,6748,1,כללי,NULL
2204637,1/1/2025,6814,6748,מחיר ביקור,
2204637,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204637,1/1/2025,6839,6850,ביקור רגיל,
2204637,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204646,1/1/2025,1,0,תלונה עיקרית,NULL
2204646,1/1/2025,6748,1,כללי,NULL
2204646,1/1/2025,6814,6748,מחיר ביקור,
2204646,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204646,1/1/2025,6839,6850,ביקור רגיל,
2204646,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204649,1/1/2025,1,0,תלונה עיקרית,NULL
2204649,1/1/2025,6748,1,כללי,NULL
2204649,1/1/2025,6814,6748,מחיר ביקור,
2204649,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204649,1/1/2025,6839,6850,ביקור רגיל,
2204649,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204651,1/1/2025,1,0,תלונה עיקרית,NULL
2204651,1/1/2025,6748,1,כללי,NULL
2204651,1/1/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2204651,1/1/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2204651,1/1/2025,6901,6829,הוצאת פרטי ביקור,NULL
2204651,1/1/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2204652,1/1/2025,1,0,תלונה עיקרית,NULL
2204652,1/1/2025,6748,1,כללי,NULL
2204652,1/1/2025,6814,6748,מחיר ביקור,
2204652,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204652,1/1/2025,6839,6850,ביקור רגיל,
2204652,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204659,1/1/2025,1,0,תלונה עיקרית,NULL
2204659,1/1/2025,6748,1,כללי,NULL
2204659,1/1/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2204659,1/1/2025,7571,6764,משטח גרון ,NULL
2204659,1/1/2025,7575,7571,לתוצאות המשטח ,https://www2.teremi.com/cultureforms/index.aspx?universal=true
2204661,1/1/2025,1,0,תלונה עיקרית,NULL
2204661,1/1/2025,6748,1,כללי,NULL
2204661,1/1/2025,6814,6748,מחיר ביקור,
2204661,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204661,1/1/2025,6839,6850,ביקור רגיל,
2204661,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204665,1/1/2025,1,0,תלונה עיקרית,NULL
2204665,1/1/2025,6748,1,כללי,NULL
2204665,1/1/2025,6814,6748,מחיר ביקור,
2204665,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204665,1/1/2025,6839,6850,ביקור רגיל,
2204665,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204669,1/1/2025,1,0,תלונה עיקרית,NULL
2204669,1/1/2025,6748,1,כללי,NULL
2204669,1/1/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2204669,1/1/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2204669,1/1/2025,6901,6829,הוצאת פרטי ביקור,NULL
2204669,1/1/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2204678,1/1/2025,1,0,תלונה עיקרית,NULL
2204678,1/1/2025,6748,1,כללי,NULL
2204678,1/1/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2204678,1/1/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2204678,1/1/2025,6901,6829,הוצאת פרטי ביקור,NULL
2204678,1/1/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2204682,1/1/2025,1,0,תלונה עיקרית,NULL
2204682,1/1/2025,6748,1,כללי,NULL
2204682,1/1/2025,6765,6748,תשלום חוב,https://www2.teremi.com/Terem'sDocs/RemotePayment.aspx
2204684,1/1/2025,1,0,תלונה עיקרית,NULL
2204684,1/1/2025,6748,1,כללי,NULL
2204684,1/1/2025,7102,6748,בדיקות דם בטרם - לשיקול הרופא,NULL
2204684,1/1/2025,8159,7102,בדיקות שמבצעים,NULL
2204684,1/1/2025,8168,8159,D DIMER,NULL
2204685,1/1/2025,1,0,תלונה עיקרית,NULL
2204685,1/1/2025,6748,1,כללי,NULL
2204685,1/1/2025,6814,6748,מחיר ביקור,
2204685,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204685,1/1/2025,6839,6850,ביקור רגיל,
2204685,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204687,1/1/2025,1,0,תלונה עיקרית,NULL
2204687,1/1/2025,6748,1,כללי,NULL
2204687,1/1/2025,6928,6748,מעקב מרפאה אורטופדית,NULL
2204687,1/1/2025,9157,6928,"רוממה,אשקלון,אשדוד,לוד,בית שמש ",NULL
2204687,1/1/2025,9160,9157,קביעת תור- דרך אתר הצוות,https://www2.teremi.com/heart/defaultappt.aspx
2204691,1/1/2025,1,0,תלונה עיקרית,NULL
2204691,1/1/2025,6749,1,מטיילים,NULL
2204691,1/1/2025,6787,6749,בקביעת תור מראש בלבד! מגיעים לייעוץ (לא רופא) ומתחסנים באותו יום. להביא כרטיס קופת חולים ופנקס חיסונים.המלצה כוללת  להגיע כחודש לפני הטיסה,NULL
2204691,1/1/2025,6788,6787,מלאי חיסונים,NULL
2204691,1/1/2025,8390,6788,מודיעין- נכון לכרגע אין חוסרים,NULL
2204701,1/1/2025,1,0,תלונה עיקרית,NULL
2204701,1/1/2025,6748,1,כללי,NULL
2204701,1/1/2025,6946,6748,צילומי רנטגן,NULL
2204701,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2204701,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2204701,1/1/2025,6961,6949,בית שמש,NULL
2204708,1/1/2025,1,0,תלונה עיקרית,NULL
2204708,1/1/2025,6748,1,כללי,NULL
2204708,1/1/2025,6928,6748,מעקב מרפאה אורטופדית,NULL
2204708,1/1/2025,9157,6928,"רוממה,אשקלון,אשדוד,לוד,בית שמש ",NULL
2204708,1/1/2025,9160,9157,קביעת תור- דרך אתר הצוות,https://www2.teremi.com/heart/defaultappt.aspx
2204710,1/1/2025,1,0,תלונה עיקרית,NULL
2204710,1/1/2025,6748,1,כללי,NULL
2204710,1/1/2025,6814,6748,מחיר ביקור,
2204710,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204710,1/1/2025,6839,6850,ביקור רגיל,
2204710,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204716,1/1/2025,1,0,תלונה עיקרית,NULL
2204716,1/1/2025,6748,1,כללי,NULL
2204716,1/1/2025,6814,6748,מחיר ביקור,
2204716,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204716,1/1/2025,6839,6850,ביקור רגיל,
2204716,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204725,1/1/2025,1,0,תלונה עיקרית,NULL
2204725,1/1/2025,6748,1,כללי,NULL
2204725,1/1/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2204725,1/1/2025,7571,6764,משטח גרון ,NULL
2204725,1/1/2025,7575,7571,לתוצאות המשטח ,https://www2.teremi.com/cultureforms/index.aspx?universal=true
2204727,1/1/2025,1,0,תלונה עיקרית,NULL
2204727,1/1/2025,6748,1,כללי,NULL
2204727,1/1/2025,6814,6748,מחיר ביקור,
2204727,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204727,1/1/2025,6839,6850,ביקור רגיל,
2204727,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204731,1/1/2025,1,0,תלונה עיקרית,NULL
2204731,1/1/2025,6748,1,כללי,NULL
2204731,1/1/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2204731,1/1/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2204731,1/1/2025,6901,6829,הוצאת פרטי ביקור,NULL
2204731,1/1/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2204743,1/1/2025,1,0,תלונה עיקרית,NULL
2204743,1/1/2025,6748,1,כללי,NULL
2204743,1/1/2025,6814,6748,מחיר ביקור,
2204743,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204743,1/1/2025,6839,6850,ביקור רגיל,
2204743,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204744,1/1/2025,1,0,תלונה עיקרית,NULL
2204744,1/1/2025,6748,1,כללי,NULL
2204744,1/1/2025,6814,6748,מחיר ביקור,
2204744,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204744,1/1/2025,6839,6850,ביקור רגיל,
2204744,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204750,1/1/2025,1,0,תלונה עיקרית,NULL
2204750,1/1/2025,6748,1,כללי,NULL
2204750,1/1/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2204750,1/1/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2204750,1/1/2025,6901,6829,הוצאת פרטי ביקור,NULL
2204750,1/1/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2204753,1/1/2025,1,0,תלונה עיקרית,NULL
2204753,1/1/2025,6748,1,כללי,NULL
2204753,1/1/2025,6814,6748,מחיר ביקור,
2204753,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204753,1/1/2025,6839,6850,ביקור רגיל,
2204753,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204757,1/1/2025,1,0,תלונה עיקרית,NULL
2204757,1/1/2025,6748,1,כללי,NULL
2204757,1/1/2025,6814,6748,מחיר ביקור,
2204757,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204757,1/1/2025,6839,6850,ביקור רגיל,
2204757,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204761,1/1/2025,1,0,תלונה עיקרית,NULL
2204761,1/1/2025,6748,1,כללי,NULL
2204761,1/1/2025,6814,6748,מחיר ביקור,
2204761,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204761,1/1/2025,6839,6850,ביקור רגיל,
2204761,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204763,1/1/2025,1,0,תלונה עיקרית,NULL
2204763,1/1/2025,6748,1,כללי,NULL
2204763,1/1/2025,6814,6748,מחיר ביקור,
2204763,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204763,1/1/2025,6839,6850,ביקור רגיל,
2204763,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204801,1/1/2025,1,0,תלונה עיקרית,NULL
2204801,1/1/2025,6748,1,כללי,NULL
2204801,1/1/2025,6918,6748,זריקות פוריות ועירויים,NULL
2204801,1/1/2025,6922,6918,עירוי וונופר/ברזל/פרינג'קט,NULL
2204801,1/1/2025,7036,6922,"חובה הפניה לטרם שרשום מינון, כמה פעמים צריך וחתימת רופא. חובה להביא את החומר,אם לא כתוב אחרת-ניתן לבצע מפתיחת הסניף עד שעתיים לסגירה",NULL
2204814,1/1/2025,1,0,תלונה עיקרית,NULL
2204814,1/1/2025,6748,1,כללי,NULL
2204814,1/1/2025,6814,6748,מחיר ביקור,
2204814,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204814,1/1/2025,6839,6850,ביקור רגיל,
2204814,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204822,1/1/2025,1,0,תלונה עיקרית,NULL
2204822,1/1/2025,6748,1,כללי,NULL
2204822,1/1/2025,6918,6748,זריקות פוריות ועירויים,NULL
2204822,1/1/2025,6922,6918,עירוי וונופר/ברזל/פרינג'קט,NULL
2204822,1/1/2025,7036,6922,"חובה הפניה לטרם שרשום מינון, כמה פעמים צריך וחתימת רופא. חובה להביא את החומר,אם לא כתוב אחרת-ניתן לבצע מפתיחת הסניף עד שעתיים לסגירה",NULL
2204832,1/1/2025,1,0,תלונה עיקרית,NULL
2204832,1/1/2025,6748,1,כללי,NULL
2204832,1/1/2025,6814,6748,מחיר ביקור,
2204832,1/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2204832,1/1/2025,6839,6850,ביקור רגיל,
2204832,1/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2204879,1/1/2025,1,0,תלונה עיקרית,NULL
2204879,1/1/2025,6748,1,כללי,NULL
2204879,1/1/2025,6946,6748,צילומי רנטגן,NULL
2204879,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2204879,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2204879,1/1/2025,6951,6949,ביתר עילית ,NULL
2204903,1/1/2025,1,0,תלונה עיקרית,NULL
2204903,1/1/2025,6748,1,כללי,NULL
2204903,1/1/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2204903,1/1/2025,7571,6764,משטח גרון ,NULL
2204908,1/1/2025,1,0,תלונה עיקרית,NULL
2204912,1/1/2025,1,0,תלונה עיקרית,NULL
2204912,1/1/2025,6748,1,כללי,NULL
2204912,1/1/2025,6946,6748,צילומי רנטגן,NULL
2204912,1/1/2025,6931,6946,צילום רנטגן במהלך הטיפול בהתאם לשיקול רופא,NULL
2204912,1/1/2025,7115,6931,קרית גת,NULL
2204931,1/1/2025,1,0,תלונה עיקרית,NULL
2204931,1/1/2025,6748,1,כללי,NULL
2204931,1/1/2025,6946,6748,צילומי רנטגן,NULL
2204931,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2204931,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2204931,1/1/2025,6961,6949,בית שמש,NULL
2204952,1/1/2025,1,0,תלונה עיקרית,NULL
2204952,1/1/2025,6748,1,כללי,NULL
2204952,1/1/2025,6946,6748,צילומי רנטגן,NULL
2204952,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2204952,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2204952,1/1/2025,7002,6949,בני ברק/איכילוב,NULL
2204960,1/1/2025,1,0,תלונה עיקרית,NULL
2204964,1/1/2025,1,0,תלונה עיקרית,NULL
2204985,1/1/2025,1,0,תלונה עיקרית,NULL
2204985,1/1/2025,6748,1,כללי,NULL
2204985,1/1/2025,6946,6748,צילומי רנטגן,NULL
2204985,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2204985,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2204985,1/1/2025,6971,6949,מודיעין,NULL
2205010,1/1/2025,1,0,תלונה עיקרית,NULL
2205010,1/1/2025,6748,1,כללי,NULL
2205010,1/1/2025,6946,6748,צילומי רנטגן,NULL
2205010,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2205010,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2205010,1/1/2025,6971,6949,מודיעין,NULL
2205012,1/1/2025,1,0,תלונה עיקרית,NULL
2205012,1/1/2025,6748,1,כללי,NULL
2205012,1/1/2025,6946,6748,צילומי רנטגן,NULL
2205012,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2205012,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2205012,1/1/2025,9211,6949,יבנה,NULL
2205019,1/1/2025,1,0,תלונה עיקרית,NULL
2205019,1/1/2025,6748,1,כללי,NULL
2205021,1/1/2025,1,0,תלונה עיקרית,NULL
2205021,1/1/2025,6749,1,מטיילים,NULL
2205021,1/1/2025,6787,6749,בקביעת תור מראש בלבד! מגיעים לייעוץ (לא רופא) ומתחסנים באותו יום. להביא כרטיס קופת חולים ופנקס חיסונים.המלצה כוללת  להגיע כחודש לפני הטיסה,NULL
2205021,1/1/2025,6788,6787,מלאי חיסונים,NULL
2205030,1/1/2025,1,0,תלונה עיקרית,NULL
2205030,1/1/2025,6748,1,כללי,NULL
2205030,1/1/2025,6946,6748,צילומי רנטגן,NULL
2205030,1/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2205030,1/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2205030,1/1/2025,8049,6949,אילת,NULL
