call_id,call_date,rule_id,rule_parent_id,rule_text,popUpURL
2250434,3/1/2025,1,0,תלונה עיקרית,NULL
2250437,3/1/2025,1,0,תלונה עיקרית,NULL
2250437,3/1/2025,6748,1,כללי,NULL
2250437,3/1/2025,6814,6748,מחיר ביקור,
2250437,3/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250437,3/1/2025,6839,6850,ביקור רגיל,
2250437,3/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2250440,3/1/2025,1,0,תלונה עיקרית,NULL
2250440,3/1/2025,6748,1,כללי,NULL
2250440,3/1/2025,6932,6748,שירותים חיצוניים - משכירים חדר בטרם,NULL
2250444,3/1/2025,1,0,תלונה עיקרית,NULL
2250444,3/1/2025,6748,1,כללי,NULL
2250444,3/1/2025,6814,6748,מחיר ביקור,
2250444,3/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250444,3/1/2025,6839,6850,ביקור רגיל,
2250444,3/1/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2250450,3/1/2025,1,0,תלונה עיקרית,NULL
2250450,3/1/2025,6748,1,כללי,NULL
2250450,3/1/2025,6918,6748,זריקות פוריות ועירויים,NULL
2250452,3/1/2025,1,0,תלונה עיקרית,NULL
2250452,3/1/2025,6748,1,כללי,NULL
2250452,3/1/2025,6762,6748,גבס קל,NULL
2250452,3/1/2025,9172,6762,מחירי הגבס הקל,NULL
2250462,3/1/2025,1,0,תלונה עיקרית,NULL
2250462,3/1/2025,6748,1,כללי,NULL
2250462,3/1/2025,9265,6748,בדיקות שפעת מהירות ,NULL
2250465,3/1/2025,1,0,תלונה עיקרית,NULL
2250465,3/1/2025,6748,1,כללי,NULL
2250465,3/1/2025,6908,6748,שירותים בטרם - לשיקול הרופא,NULL
2250465,3/1/2025,6917,6908,"מטפלים ב: כאבי בטן/גב, כאבים בחזה, דלקת ריאות, דלקת בדרכי השתן, חום ומחלות זיהומיות, התייבשות, ציפורן חודרנית ",NULL
2250471,3/1/2025,1,0,תלונה עיקרית,NULL
2250471,3/1/2025,6748,1,כללי,NULL
2250471,3/1/2025,6767,6748,אחר,NULL
2250471,3/1/2025,7086,6767,אחר,NULL
2250476,3/1/2025,1,0,תלונה עיקרית,NULL
2250476,3/1/2025,6748,1,כללי,NULL
2250490,3/1/2025,1,0,תלונה עיקרית,NULL
2250490,3/1/2025,6748,1,כללי,NULL
2250490,3/1/2025,7102,6748,בדיקות דם בטרם - לשיקול הרופא,NULL
2250490,3/1/2025,8160,7102,בדיקות שלא מבצעים,NULL
2250490,3/1/2025,8181,8160,סמים/איידס,NULL
2250494,3/1/2025,1,0,תלונה עיקרית,NULL
2250494,3/1/2025,6748,1,כללי,NULL
2250494,3/1/2025,6814,6748,מחיר ביקור,
2250494,3/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250494,3/1/2025,6839,6850,ביקור רגיל,
2250506,3/1/2025,1,0,תלונה עיקרית,NULL
2250506,3/1/2025,6748,1,כללי,NULL
2250506,3/1/2025,6946,6748,צילומי רנטגן,NULL
2250506,3/1/2025,6931,6946,צילום רנטגן במהלך הטיפול בהתאם לשיקול רופא,NULL
2250519,3/1/2025,1,0,תלונה עיקרית,NULL
2250519,3/1/2025,6748,1,כללי,NULL
2250519,3/1/2025,6908,6748,שירותים בטרם - לשיקול הרופא,NULL
2250519,3/1/2025,7064,6908,מבצעים: אקג וזריקות וולטרן,NULL
2250527,3/1/2025,1,0,תלונה עיקרית,NULL
2250527,3/1/2025,6748,1,כללי,NULL
2250527,3/1/2025,7102,6748,בדיקות דם בטרם - לשיקול הרופא,NULL
2250527,3/1/2025,8160,7102,בדיקות שלא מבצעים,NULL
2250527,3/1/2025,8180,8160,בילירובין- צהבת יילודים,NULL
2250583,3/1/2025,1,0,תלונה עיקרית,NULL
2250583,3/1/2025,6748,1,כללי,NULL
2250583,3/1/2025,6946,6748,צילומי רנטגן,NULL
2250583,3/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2250583,3/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2250583,3/1/2025,6951,6949,ביתר עילית ,NULL
2250613,3/1/2025,1,0,תלונה עיקרית,NULL
2250613,3/1/2025,6748,1,כללי,NULL
2250613,3/1/2025,6814,6748,מחיר ביקור,
2250613,3/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250613,3/1/2025,6834,6850,המשך טיפול - ביקור רופא חוזר באחד מסניפי טרם עד 24 שעות על אותו בעיה,NULL
2250613,3/1/2025,6835,6834,קופת חולים - ללא תשלום נוסף,NULL
2250623,3/1/2025,1,0,תלונה עיקרית,NULL
2250623,3/1/2025,6748,1,כללי,NULL
2250623,3/1/2025,6946,6748,צילומי רנטגן,NULL
2250623,3/1/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2250623,3/1/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2250623,3/1/2025,6971,6949,מודיעין,NULL
2250623,3/1/2025,6972,6971,א-ה: 8:00 עד 19:00,NULL
2250633,3/1/2025,1,0,תלונה עיקרית,NULL
2250655,3/1/2025,1,0,תלונה עיקרית,NULL
2250655,3/1/2025,6748,1,כללי,NULL
2250655,3/1/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2250655,3/1/2025,7571,6764,משטח גרון ,NULL
2250683,3/1/2025,1,0,תלונה עיקרית,NULL
2250683,3/1/2025,6748,1,כללי,NULL
2250683,3/1/2025,6908,6748,שירותים בטרם - לשיקול הרופא,NULL
2250683,3/1/2025,6916,6908,"מבצעים: קטטר, חוקן, קיבועים, סד גבס, הוצאת גוף זר, תפירה והדבקה, שטיפה לאוזן, עירויים",NULL
2250692,3/1/2025,1,0,תלונה עיקרית,NULL
2250692,3/1/2025,6748,1,כללי,NULL
2250692,3/1/2025,6751,6748,מידע כללי,
2250692,3/1/2025,6843,6751, רופאים לרופאה דחופה בלבד. הרופא בודק את כל הגילאים ונותן טיפול לפי שיקולו הרפואי. המטופל חייב להיות בסניף ולעבור בדיקה על מנת לקבל טיפול. ,NULL
2250692,3/1/2025,6830,6843,טפסים,NULL
2250692,3/1/2025,6831,6830,אישור ביקור/שיחזור ימי מחלה/שחזור מרשם/שיחזור קבלה - להעביר לסניף,NULL
2250725,3/1/2025,1,0,תלונה עיקרית,NULL
2250725,3/1/2025,6748,1,כללי,NULL
2250725,3/1/2025,6946,6748,צילומי רנטגן,NULL
2250774,3/1/2025,1,0,תלונה עיקרית,NULL
2250774,3/1/2025,6748,1,כללי,NULL
2250774,3/1/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2250774,3/1/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2250774,3/1/2025,6901,6829,הוצאת פרטי ביקור,NULL
2250774,3/1/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2250785,3/1/2025,1,0,תלונה עיקרית,NULL
2250785,3/1/2025,6748,1,כללי,NULL
2250785,3/1/2025,6814,6748,מחיר ביקור,
2250785,3/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250785,3/1/2025,6839,6850,ביקור רגיל,
2250785,3/1/2025,8403,6839,"ביתר עילית- מאוחדת עלות 550 שח וכל בדיקה בתוספת , עם או בלי הפניה",NULL
2250792,3/1/2025,1,0,תלונה עיקרית,NULL
2250835,3/1/2025,1,0,תלונה עיקרית,NULL
2250835,3/1/2025,6748,1,כללי,NULL
2250835,3/1/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2250835,3/1/2025,7571,6764,משטח גרון ,NULL
2250836,3/1/2025,1,0,תלונה עיקרית,NULL
2250836,3/1/2025,6748,1,כללי,NULL
2250836,3/1/2025,6814,6748,מחיר ביקור,
2250836,3/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250836,3/1/2025,6839,6850,ביקור רגיל,
2250861,3/1/2025,1,0,תלונה עיקרית,NULL
2250861,3/1/2025,6748,1,כללי,NULL
2250861,3/1/2025,6814,6748,מחיר ביקור,
2250861,3/1/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250861,3/1/2025,6839,6850,ביקור רגיל,
2250861,3/1/2025,10308,6839,מעלה אדומים-מאוחדת.95 שח עם או בלי הפניה. וכל בדיקה בתוספת תשלום,NULL
2250877,3/1/2025,1,0,תלונה עיקרית,NULL
2250877,3/1/2025,6748,1,כללי,NULL
2250877,3/1/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2250877,3/1/2025,7571,6764,משטח גרון ,NULL
2250887,3/1/2025,1,0,תלונה עיקרית,NULL
2250887,3/1/2025,6748,1,כללי,NULL
2250887,3/1/2025,6932,6748,שירותים חיצוניים - משכירים חדר בטרם,NULL
2250981,3/2/2025,1,0,תלונה עיקרית,NULL
2250981,3/2/2025,6748,1,כללי,NULL
2250981,3/2/2025,6814,6748,מחיר ביקור,
2250981,3/2/2025,6850,6814,תשלום במזומן או אשראי בלבד! ללא צ'קים או מטבע חוץ,NULL
2250981,3/2/2025,6839,6850,ביקור רגיל,
2250981,3/2/2025,8298,6839,ביקור רגיל - צפיה בקישור המצורף,https://www2.teremi.com/staff/paydefaults.aspx
2250989,3/2/2025,1,0,תלונה עיקרית,NULL
2250989,3/2/2025,6749,1,מטיילים,NULL
2250989,3/2/2025,6787,6749,בקביעת תור מראש בלבד! מגיעים לייעוץ (לא רופא) ומתחסנים באותו יום. להביא כרטיס קופת חולים ופנקס חיסונים.המלצה כוללת  להגיע כחודש לפני הטיסה,NULL
2250989,3/2/2025,6788,6787,מלאי חיסונים,NULL
2250993,3/2/2025,1,0,תלונה עיקרית,NULL
2250993,3/2/2025,6748,1,כללי,NULL
2250993,3/2/2025,6946,6748,צילומי רנטגן,NULL
2250993,3/2/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2250993,3/2/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2250993,3/2/2025,7265,6949,באר שבע,NULL
2250993,3/2/2025,9196,7265,לאומית עם הפניה והתחייבות ,NULL
2250996,3/2/2025,1,0,תלונה עיקרית,NULL
2250996,3/2/2025,6748,1,כללי,NULL
2250996,3/2/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2250996,3/2/2025,7571,6764,משטח גרון ,NULL
2250996,3/2/2025,7575,7571,לתוצאות המשטח ,https://www2.teremi.com/cultureforms/index.aspx?universal=true
2250999,3/2/2025,1,0,תלונה עיקרית,NULL
2250999,3/2/2025,6748,1,כללי,NULL
2250999,3/2/2025,6928,6748,מעקב מרפאה אורטופדית,NULL
2250999,3/2/2025,9157,6928,"רוממה,אשקלון,אשדוד,לוד,בית שמש ",NULL
2250999,3/2/2025,9158,9157, מקבל את כל המקרים האורטופדיים,NULL
2251008,3/2/2025,1,0,תלונה עיקרית,NULL
2251008,3/2/2025,6748,1,כללי,NULL
2251008,3/2/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2251008,3/2/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2251008,3/2/2025,6901,6829,הוצאת פרטי ביקור,NULL
2251008,3/2/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2251010,3/2/2025,1,0,תלונה עיקרית,NULL
2251010,3/2/2025,6748,1,כללי,NULL
2251010,3/2/2025,6946,6748,צילומי רנטגן,NULL
2251010,3/2/2025,6931,6946,צילום רנטגן במהלך הטיפול בהתאם לשיקול רופא,NULL
2251010,3/2/2025,7107,6931, שאר הסניפים במהלך שעות פעילות הסניף,NULL
2251011,3/2/2025,1,0,תלונה עיקרית,NULL
2251011,3/2/2025,6748,1,כללי,NULL
2251011,3/2/2025,6932,6748,שירותים חיצוניים - משכירים חדר בטרם,NULL
2251011,3/2/2025,6933,6932,באר שבע,NULL
2251011,3/2/2025,7466,6933,"אסתטיקה, דיאטן, מימוש זכויות",NULL
2251016,3/2/2025,1,0,תלונה עיקרית,NULL
2251016,3/2/2025,6748,1,כללי,NULL
2251016,3/2/2025,6765,6748,תשלום חוב,https://www2.teremi.com/Terem'sDocs/RemotePayment.aspx
2251017,3/2/2025,1,0,תלונה עיקרית,NULL
2251017,3/2/2025,6748,1,כללי,NULL
2251017,3/2/2025,6946,6748,צילומי רנטגן,NULL
2251017,3/2/2025,6931,6946,צילום רנטגן במהלך הטיפול בהתאם לשיקול רופא,NULL
2251017,3/2/2025,7107,6931, שאר הסניפים במהלך שעות פעילות הסניף,NULL
2251019,3/2/2025,1,0,תלונה עיקרית,NULL
2251019,3/2/2025,6748,1,כללי,NULL
2251019,3/2/2025,6928,6748,מעקב מרפאה אורטופדית,NULL
2251019,3/2/2025,9161,6928,"טיילת,בני ברק,קריית גת, מודיעין עילית,פתח תקווה, באר שבע, כרמיאל ,נהריה",NULL
2251019,3/2/2025,9162,9161,מומחה אורטופדיה- למעקב- שבר/הורדת גבס/סד גבס/סדר/חשד ל../סדק,NULL
2251022,3/2/2025,1,0,תלונה עיקרית,NULL
2251022,3/2/2025,6748,1,כללי,NULL
2251022,3/2/2025,6751,6748,מידע כללי,
2251022,3/2/2025,6843,6751, רופאים לרופאה דחופה בלבד. הרופא בודק את כל הגילאים ונותן טיפול לפי שיקולו הרפואי. המטופל חייב להיות בסניף ולעבור בדיקה על מנת לקבל טיפול. ,NULL
2251022,3/2/2025,7143,6843,מועמדות לעבודה: דרך צור קשר באתר או במייל careers@terem.com,NULL
2251025,3/2/2025,1,0,תלונה עיקרית,NULL
2251025,3/2/2025,6750,1,אולטראסאונד/מכון לב/כלי דם,NULL
2251025,3/2/2025,6769,6750,מוקד א-ה 8:00 עד 15:00. בחירות/חג וערב חג/שישי ושבת - המוקד סגור!,NULL
2251025,3/2/2025,6774,6769,אולטרסאונד\מכון לב,NULL
2251025,3/2/2025,7312,6774,"מעלה אדומים,ראש העין,בית שמש,מודיעין עילית - רק דרך מכון מאר במספר *5867",NULL
2251030,3/2/2025,1,0,תלונה עיקרית,NULL
2251030,3/2/2025,6748,1,כללי,NULL
2251030,3/2/2025,6928,6748,מעקב מרפאה אורטופדית,NULL
2251030,3/2/2025,9161,6928,"טיילת,בני ברק,קריית גת, מודיעין עילית,פתח תקווה, באר שבע, כרמיאל ,נהריה",NULL
2251030,3/2/2025,9162,9161,מומחה אורטופדיה- למעקב- שבר/הורדת גבס/סד גבס/סדר/חשד ל../סדק,NULL
2251032,3/2/2025,1,0,תלונה עיקרית,NULL
2251032,3/2/2025,6748,1,כללי,NULL
2251032,3/2/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2251032,3/2/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2251032,3/2/2025,6901,6829,הוצאת פרטי ביקור,NULL
2251032,3/2/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2251042,3/2/2025,1,0,תלונה עיקרית,NULL
2251042,3/2/2025,6748,1,כללי,NULL
2251042,3/2/2025,6946,6748,צילומי רנטגן,NULL
2251042,3/2/2025,6931,6946,צילום רנטגן במהלך הטיפול בהתאם לשיקול רופא,NULL
2251042,3/2/2025,7108,6931,אשדוד:בין השעות 6:00-8:00 שעתיים שאין רנטגן.,NULL
2251044,3/2/2025,1,0,תלונה עיקרית,NULL
2251044,3/2/2025,6748,1,כללי,NULL
2251044,3/2/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2251044,3/2/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2251044,3/2/2025,6901,6829,הוצאת פרטי ביקור,NULL
2251044,3/2/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2251050,3/2/2025,1,0,תלונה עיקרית,NULL
2251050,3/2/2025,6750,1,אולטראסאונד/מכון לב/כלי דם,NULL
2251050,3/2/2025,6769,6750,מוקד א-ה 8:00 עד 15:00. בחירות/חג וערב חג/שישי ושבת - המוקד סגור!,NULL
2251050,3/2/2025,6774,6769,אולטרסאונד\מכון לב,NULL
2251050,3/2/2025,6781,6774,מודיעין- אולטרסאונד בלבד- שלוחה 8104,NULL
2251052,3/2/2025,1,0,תלונה עיקרית,NULL
2251052,3/2/2025,6748,1,כללי,NULL
2251052,3/2/2025,6928,6748,מעקב מרפאה אורטופדית,NULL
2251052,3/2/2025,10314,6928,בני ברק,NULL
2251052,3/2/2025,10316,10314,דר אופיר איתי- מרפאת עמוד שדרה,NULL
2251052,3/2/2025,10325,10316,מומחה לעמוד שדרה גב בלבד,NULL
2251057,3/2/2025,1,0,תלונה עיקרית,NULL
2251057,3/2/2025,6748,1,כללי,NULL
2251057,3/2/2025,6946,6748,צילומי רנטגן,NULL
2251057,3/2/2025,6947,6946,צילום בלבד: ללא בדיקת רופא,NULL
2251057,3/2/2025,6949,6947,חובה עם הפניה והתחייבות לטרם לצילום בלבד. ללא קביעת תור מראש. אם לא צויין אחרת - במהלך כל שעות פעילות הסניף.,NULL
2251057,3/2/2025,6961,6949,בית שמש,NULL
2251057,3/2/2025,6964,6961,"ימי ראשון עד חמישי בין השעות 8:00-24:00, ימי שישי בין השעות 8:00-23:00",NULL
2251064,3/2/2025,1,0,תלונה עיקרית,NULL
2251064,3/2/2025,6749,1,מטיילים,NULL
2251064,3/2/2025,6787,6749,בקביעת תור מראש בלבד! מגיעים לייעוץ (לא רופא) ומתחסנים באותו יום. להביא כרטיס קופת חולים ופנקס חיסונים.המלצה כוללת  להגיע כחודש לפני הטיסה,NULL
2251064,3/2/2025,6788,6787,מלאי חיסונים,NULL
2251064,3/2/2025,8422,6788,כרמיאל- נכון לכרגע אין חוסרים ,NULL
2251065,3/2/2025,1,0,תלונה עיקרית,NULL
2251065,3/2/2025,6748,1,כללי,NULL
2251065,3/2/2025,6928,6748,מעקב מרפאה אורטופדית,NULL
2251065,3/2/2025,10682,6928,ראש העין ,
2251065,3/2/2025,10684,10682,מחיר ביקור -בהתאם להסדרים מול הקופות בסניף,NULL
2251068,3/2/2025,1,0,תלונה עיקרית,NULL
2251068,3/2/2025,6748,1,כללי,NULL
2251068,3/2/2025,6918,6748,זריקות פוריות ועירויים,NULL
2251068,3/2/2025,6922,6918,עירוי וונופר/ברזל/פרינג'קט,NULL
2251068,3/2/2025,7036,6922,"חובה הפניה לטרם שרשום מינון, כמה פעמים צריך וחתימת רופא. חובה להביא את החומר,אם לא כתוב אחרת-ניתן לבצע מפתיחת הסניף עד שעתיים לסגירה",NULL
2251068,3/2/2025,7046,7036,"בני-ברק , לוד, מודעין , נהריה, קריית גת וכרמיאל - כל שעות פעילות",NULL
2251070,3/2/2025,1,0,תלונה עיקרית,NULL
2251070,3/2/2025,6748,1,כללי,NULL
2251070,3/2/2025,6764,6748,תוצאות מעבדה - שתן או גרון,NULL
2251070,3/2/2025,7571,6764,משטח גרון ,NULL
2251070,3/2/2025,7575,7571,לתוצאות המשטח ,https://www2.teremi.com/cultureforms/index.aspx?universal=true
2251073,3/2/2025,1,0,תלונה עיקרית,NULL
2251073,3/2/2025,6749,1,מטיילים,NULL
2251073,3/2/2025,6787,6749,בקביעת תור מראש בלבד! מגיעים לייעוץ (לא רופא) ומתחסנים באותו יום. להביא כרטיס קופת חולים ופנקס חיסונים.המלצה כוללת  להגיע כחודש לפני הטיסה,NULL
2251073,3/2/2025,6788,6787,מלאי חיסונים,NULL
2251073,3/2/2025,8432,6788,"רוממה חוסר- צהבת A, כלבת, דנגי ",NULL
2251076,3/2/2025,1,0,תלונה עיקרית,NULL
2251076,3/2/2025,6748,1,כללי,NULL
2251076,3/2/2025,6946,6748,צילומי רנטגן,NULL
2251082,3/2/2025,1,0,תלונה עיקרית,NULL
2251082,3/2/2025,6749,1,מטיילים,NULL
2251082,3/2/2025,6787,6749,בקביעת תור מראש בלבד! מגיעים לייעוץ (לא רופא) ומתחסנים באותו יום. להביא כרטיס קופת חולים ופנקס חיסונים.המלצה כוללת  להגיע כחודש לפני הטיסה,NULL
2251082,3/2/2025,6788,6787,מלאי חיסונים,NULL
2251082,3/2/2025,10739,6788,קרית גת חוסר- כלבת  ,NULL
2251085,3/2/2025,1,0,תלונה עיקרית,NULL
2251085,3/2/2025,6748,1,כללי,NULL
2251085,3/2/2025,6763,6748,צפייה בתיק רפואי או רנטגן,NULL
2251085,3/2/2025,6829,6763,כל מטופל עם פרטי הביקור יכול לצפות בגליון הרפואי שלו. לא שולחים בפקס או במייל! חובה לוודא את פרטי המטופל ומוסרים מידע אך ורק למטופל עצמו!,NULL
2251085,3/2/2025,6901,6829,הוצאת פרטי ביקור,NULL
2251085,3/2/2025,6866,6901,שיחזור מס ביקור ותיק הינה ללא עלות לצפיה דיגיטלית ,https://www2.teremi.com/prtcl/patienthistory.aspx
2251089,3/2/2025,1,0,תלונה עיקרית,NULL
2251089,3/2/2025,6748,1,כללי,NULL
